40,10
0,-100
0,-100
0,-100
0,0
0,0
0,0
-100,-100
0,0
0,10
0,0
0,0
0,-100
0,0
10,20
10,-100
0,-100
0,-100
0,0
0,0
0,0
0,-100
0,-100
0,-100
0,0
0,0
0,0
0,0
0,0
0,-100
0,0
10,-100
0,0
0,0
0,-100
0,0
0,0
-100,-100
0,0
0,20
0,0
0,0
0,0
0,0
0,0
0,10
0,0
0,0
0,-100
0,0
0,0
0,0
0,0
-100,-100
0,-100
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,-100
0,0
0,0
0,10
0,0
0,0
0,0
0,0
0,0
0,-100
0,0
0,0
20,0
10,10
0,0
0,0
0,0
0,0
0,0
10,-100
0,0
0,0
0,-100
0,-100
0,-100
0,10
0,0
0,-100
0,0
0,0
0,0
0,0
0,0
0,0
0,-100
0,0
0,0
0,0
0,0
0,20
0,-100
10,0
0,0
0,0
0,-100
0,0
0,0
0,0
20,0
0,0
0,-100
0,0
0,0
0,0
0,-100
0,0
0,0
0,0
0,0
0,0
0,-100
0,10
0,0
0,-100
0,0
0,-100
0,0
0,0
0,0
0,0
0,0
0,-100
0,-100
0,0
0,0
0,-100
0,-100
0,0
0,0
20,0
0,0
0,-100
0,-100
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,-100
0,0
0,0
0,0
0,0
0,0
0,-100
-100,-100
0,0
0,0
0,-100
0,-100
0,0
0,0
0,0
0,-100
0,0
10,-100
0,-100
0,0
0,-100
0,-100
0,0
0,0
0,10
0,0
-100,-100
-100,-100
0,0
0,-100
-100,-100
0,0
10,10
0,-100
0,40
0,0
10,0
0,0
0,0
0,0
0,-100
0,-100
0,-100
0,-100
0,-100
